ID,答题时间,Q1_身份,Q2_年龄段,Q3_配送类型,Q4_配送区域类型,Q5_是否用过驿站,Q6_跑单时长,Q7_最不便方面_多选,Q8_驿站重要功能_多选,Q9_驿站选址偏好,Q10_方案取舍,Q11_效率恢复_量表,Q12_安全缓冲_量表,Q13_价值感知_量表,Q14_寻找难易_量表,Q15_注意力测试_量表,Q16_使用流程_量表,Q17_习惯难度_量表,Q18_使用可能_量表,Q19_推荐意愿_量表,Q20_运营费用承担_多选,Q21_付费意愿,Q22_广告接受度_量表,Q23_运营顾虑_开放,Q24_从业时间,Q25_月收入,Q26_商户店铺类型,Q27_商户店址位置,Q28_骑手客源占比,Q29_目前骑手停留情况,Q30_参与合作意向,Q31_合作顾虑点_多选,Q32_激励方式偏好_多选,Q33_商户具体想法_开放,Q34_居民见骑手频率,Q35_对骑手露宿态度,Q36_对驿站总体态度,Q37_50米内距离敏感度,Q38_居民主要担忧_多选,Q39_驿站管理原则_多选,Q40_参与讨论意愿,Q41_居民建议建议_开放,Q42_社区居住时长
465,171,外卖骑手,25-30岁,众包,混合区域,完全不知道,超过12小时,上厕所不便,"应急庇护,充足的电瓶车停车位",社区便利店/超市内,B（综合保障型）,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,"完全由政府出资,由外卖平台承担",完全不愿意,3.0,,6个月-1年,8000-12000元,,,,,,,,,,,,,,,,,
466,539,社区周边商户,18-24岁,,,,,,,,,,,,,,,,,,,,,,,,其他服务店,是，在100米内,很少,从未有过,非常愿意,影响店面卫生,水电补贴,,,,,,,,,,
467,218,外卖骑手,31-40岁,众包,住宅区/社区为主,是，偶尔用,8-12小时,找不到合适地方休息,"充足的电瓶车停车位,便利服务",闲置核酸亭/集装箱改造,A（高频便利型）,3.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,"由外卖平台承担,完全由政府出资",不太愿意,2.0,,1-3年,12000元以上,,,,,,,,,,,,,,,,,
468,326,外卖骑手,31-40岁,专送,住宅区/社区为主,知道，但从没用过,超过12小时,"找不到合适地方休息,身体疲劳无处缓解","充电续航,基础休憩",社区便利店/超市内,A（高频便利型）,4.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,"向骑手收取少量费用,完全由政府出资",完全不愿意,5.0,,不到6个月,12000元以上,,,,,,,,,,,,,,,,,
469,166,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,经常看到,觉得辛苦,比较支持,是,"噪音/卫生问题,充电消防隐患",物业监督,愿意,,5年以上
470,541,外卖骑手,18-24岁,众包,混合区域,是，偶尔用,4-8小时,"上厕所不便,饮水不便","充足的电瓶车停车位,便利服务",小区出入口/门卫室附近,B（综合保障型）,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,"完全由政府出资,由外卖平台承担",视情况而定,1.0,,1-3年,12000元以上,,,,,,,,,,,,,,,,,
471,132,社区周边商户,41岁及以上,,,,,,,,,,,,,,,,,,,,,,,,药店/诊所,否,是，经常来,经常有,非常愿意,"影响店面卫生,安全责任问题","水电补贴,平台流量曝光",,,,,,,,,,
472,319,社区周边商户,31-40岁,,,,,,,,,,,,,,,,,,,,,,,,便利店/小超市,否,偶尔来,很少有,不愿意,"安全责任问题,影响店面卫生","水电补贴,平台流量曝光",,,,,,,,,,
473,621,外卖骑手,31-40岁,专送,商业区/写字楼为主,知道，但从没用过,8-12小时,"找不到合适地方休息,手机/电瓶车充电难","便利服务,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,"向骑手收取少量费用,由外卖平台承担",不太愿意,4.0,,6个月-1年,5000-8000元,,,,,,,,,,,,,,,,,
474,286,外卖骑手,25-30岁,众包,住宅区/社区为主,完全不知道,4-8小时,"手机/电瓶车充电难,身体疲劳无处缓解","基础休憩,充足的电瓶车停车位",社区党群服务中心,A（高频便利型）,5.0,4.0,4.0,5.0,1.0,5.0,5.0,4.0,4.0,"完全由政府出资,向骑手收取少量费用",视情况而定,4.0,,不到6个月,5000-8000元,,,,,,,,,,,,,,,,,
475,523,社区周边商户,25-30岁,,,,,,,,,,,,,,,,,,,,,,,,便利店/小超市,是，就在小区门口,偶尔来,很少有,非常愿意,"安全责任问题,影响店面卫生",平台流量曝光,,,,,,,,,,
476,447,外卖骑手,18-24岁,众包,住宅区/社区为主,是，偶尔用,超过12小时,"饮水不便,手机/电瓶车充电难","基础休憩,充足的电瓶车停车位",闲置核酸亭/集装箱改造,A（高频便利型）,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,"由外卖平台承担,向骑手收取少量费用",完全不愿意,4.0,,不到6个月,5000元以下,,,,,,,,,,,,,,,,,
477,518,外卖骑手,41岁及以上,众包,住宅区/社区为主,完全不知道,4-8小时,"身体疲劳无处缓解,手机/电瓶车充电难","便利服务,充电续航",社区便利店/超市内,A（高频便利型）,4.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,"向骑手收取少量费用,广告收入",完全不愿意,3.0,,6个月-1年,8000-12000元,,,,,,,,,,,,,,,,,
478,200,外卖骑手,41岁及以上,专送,住宅区/社区为主,是，偶尔用,超过12小时,"手机/电瓶车充电难,身体疲劳无处缓解,饮水不便","充电续航,基础休憩",社区便利店/超市内,B（综合保障型）,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,"由外卖平台承担,完全由政府出资",完全不愿意,2.0,,不到6个月,8000-12000元,,,,,,,,,,,,,,,,,
479,554,社区周边商户,41岁及以上,,,,,,,,,,,,,,,,,,,,,,,,便利店/小超市,是，就在小区门口,偶尔来,经常有,非常愿意,影响店面卫生,"平台流量曝光,水电补贴",,,,,,,,,,
480,909,外卖骑手,18-24岁,众包,混合区域,是，经常用,8-12小时,"上厕所不便,饮水不便,找不到合适地方休息","充足的电瓶车停车位,便利服务",小区出入口/门卫室附近,B（综合保障型）,3.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,"由外卖平台承担,广告收入",视情况而定,5.0,,不到6个月,8000-12000元,,,,,,,,,,,,,,,,,
481,1045,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,经常看到,觉得辛苦,比较支持,否,"噪音/卫生问题,充电消防隐患",禁止吸烟,无所谓,,少于1年
482,278,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,经常看到,没感觉,非常支持,是,噪音/卫生问题,禁止吸烟,愿意,,5年以上
484,1068,外卖骑手,18-24岁,众包,混合区域,知道，但从没用过,少于4小时,上厕所不便,"应急庇护,充电续航",社区便利店/超市内,A（高频便利型）,3.0,3.0,4.0,3.0,1.0,4.0,3.0,3.0,4.0,"广告收入,完全由政府出资",视情况而定,3.0,,不到6个月,5000元以下,,,,,,,,,,,,,,,,,
485,116,外卖骑手,25-30岁,众包,住宅区/社区为主,是，偶尔用,超过12小时,"身体疲劳无处缓解,找不到合适地方休息,手机/电瓶车充电难","基础休憩,充电续航",社区便利店/超市内,B（综合保障型）,4.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,4.0,"向骑手收取少量费用,由外卖平台承担",不太愿意,5.0,,1-3年,12000元以上,,,,,,,,,,,,,,,,,
486,144,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,偶尔看到,影响美观,不太支持,是,"噪音/卫生问题,充电消防隐患","禁止吸烟,物业监督",无所谓,,少于1年
489,505,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,很少看到,觉得辛苦,比较支持,否,"充电消防隐患,噪音/卫生问题","禁止吸烟,物业监督",无所谓,,少于1年
490,368,外卖骑手,18-24岁,众包,混合区域,是，经常用,超过12小时,"手机/电瓶车充电难,找不到合适地方休息,身体疲劳无处缓解","充足的电瓶车停车位,充电续航",闲置核酸亭/集装箱改造,B（综合保障型）,4.0,4.0,5.0,5.0,1.0,5.0,4.0,4.0,5.0,"广告收入,由外卖平台承担",视情况而定,5.0,,6个月-1年,8000-12000元,,,,,,,,,,,,,,,,,
491,353,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，经常用,4-8小时,"饮水不便,找不到合适地方休息","应急庇护,便利服务",小区出入口/门卫室附近,B（综合保障型）,3.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,"由外卖平台承担,完全由政府出资",不太愿意,5.0,,不到6个月,5000-8000元,,,,,,,,,,,,,,,,,
492,196,外卖骑手,25-30岁,众包,商业区/写字楼为主,完全不知道,超过12小时,"手机/电瓶车充电难,饮水不便,身体疲劳无处缓解","应急庇护,充电续航",社区便利店/超市内,A（高频便利型）,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,"广告收入,向骑手收取少量费用",不太愿意,1.0,,不到6个月,5000元以下,,,,,,,,,,,,,,,,,
493,80,外卖骑手,18-24岁,众包,住宅区/社区为主,是，经常用,4-8小时,"饮水不便,找不到合适地方休息,上厕所不便","便利服务,基础休憩",小区出入口/门卫室附近,A（高频便利型）,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"由外卖平台承担,广告收入",愿意支付,5.0,,6个月-1年,5000元以下,,,,,,,,,,,,,,,,,
495,127,外卖骑手,25-30岁,众包,混合区域,是，偶尔用,4-8小时,"找不到合适地方休息,身体疲劳无处缓解","充电续航,便利服务",社区党群服务中心,B（综合保障型）,3.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,"完全由政府出资,由外卖平台承担",愿意支付,4.0,,6个月-1年,5000元以下,,,,,,,,,,,,,,,,,
496,358,社区周边商户,25-30岁,,,,,,,,,,,,,,,,,,,,,,,,餐饮店,否,是，经常来,很少有,非常愿意,安全责任问题,水电补贴,,,,,,,,,,
497,334,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,很少看到,觉得辛苦,非常支持,否,充电消防隐患,物业监督,愿意,,少于1年
498,596,外卖骑手,25-30岁,众包,混合区域,完全不知道,少于4小时,"身体疲劳无处缓解,上厕所不便,手机/电瓶车充电难","应急庇护,充电续航",闲置核酸亭/集装箱改造,A（高频便利型）,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,"向骑手收取少量费用,由外卖平台承担",完全不愿意,3.0,,6个月-1年,5000-8000元,,,,,,,,,,,,,,,,,
499,770,社区居民,41岁及以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,经常看到,影响美观,不太支持,否,噪音/卫生问题,"禁止吸烟,物业监督",无所谓,,5年以上
500,559,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,经常看到,没感觉,非常支持,是,"噪音/卫生问题,充电消防隐患","物业监督,禁止吸烟",不太愿意,,少于1年
501,189,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,偶尔看到,觉得辛苦,不太支持,是,"充电消防隐患,噪音/卫生问题",禁止吸烟,不太愿意,,1-5年
502,282,外卖骑手,25-30岁,专送,商业区/写字楼为主,完全不知道,超过12小时,找不到合适地方休息,"充电续航,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,3.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,"完全由政府出资,由外卖平台承担",视情况而定,5.0,,不到6个月,8000-12000元,,,,,,,,,,,,,,,,,
503,526,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，经常用,8-12小时,手机/电瓶车充电难,"充足的电瓶车停车位,基础休憩",社区便利店/超市内,B（综合保障型）,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,"由外卖平台承担,广告收入",不太愿意,1.0,,1-3年,12000元以上,,,,,,,,,,,,,,,,,
504,364,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,经常看到,不希望聚集,非常支持,是,充电消防隐患,物业监督,不太愿意,,1-5年
505,194,外卖骑手,31-40岁,众包,住宅区/社区为主,是，经常用,少于4小时,找不到合适地方休息,"充电续航,基础休憩",闲置核酸亭/集装箱改造,A（高频便利型）,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,"完全由政府出资,广告收入",愿意支付,3.0,,6个月-1年,5000-8000元,,,,,,,,,,,,,,,,,
506,188,外卖骑手,18-24岁,专送,住宅区/社区为主,是，偶尔用,少于4小时,"手机/电瓶车充电难,上厕所不便,饮水不便","应急庇护,充电续航",小区出入口/门卫室附近,B（综合保障型）,4.0,4.0,5.0,4.0,1.0,4.0,5.0,4.0,4.0,"广告收入,由外卖平台承担",不太愿意,1.0,,6个月-1年,5000-8000元,,,,,,,,,,,,,,,,,
508,403,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,偶尔看到,没感觉,不太支持,是,"噪音/卫生问题,充电消防隐患","物业监督,禁止吸烟",愿意,,5年以上
509,215,外卖骑手,25-30岁,众包,住宅区/社区为主,知道，但从没用过,超过12小时,手机/电瓶车充电难,"充电续航,便利服务",小区出入口/门卫室附近,A（高频便利型）,5.0,4.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,"向骑手收取少量费用,由外卖平台承担",完全不愿意,1.0,,6个月-1年,5000-8000元,,,,,,,,,,,,,,,,,
510,615,外卖骑手,41岁及以上,众包,住宅区/社区为主,是，偶尔用,4-8小时,上厕所不便,"便利服务,充足的电瓶车停车位",闲置核酸亭/集装箱改造,A（高频便利型）,4.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,"完全由政府出资,由外卖平台承担",视情况而定,1.0,,1-3年,5000元以下,,,,,,,,,,,,,,,,,
511,760,社区周边商户,25-30岁,,,,,,,,,,,,,,,,,,,,,,,,其他服务店,是，就在小区门口,是，经常来,从未有过,可以考虑,"安全责任问题,影响店面卫生",平台流量曝光,,,,,,,,,,
512,482,外卖骑手,41岁及以上,众包,混合区域,完全不知道,4-8小时,"手机/电瓶车充电难,身体疲劳无处缓解,饮水不便","充足的电瓶车停车位,应急庇护",小区出入口/门卫室附近,A（高频便利型）,5.0,4.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,"由外卖平台承担,完全由政府出资",视情况而定,1.0,,6个月-1年,12000元以上,,,,,,,,,,,,,,,,,
513,110,外卖骑手,41岁及以上,众包,住宅区/社区为主,知道，但从没用过,超过12小时,"饮水不便,身体疲劳无处缓解","基础休憩,应急庇护",社区便利店/超市内,B（综合保障型）,5.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,"广告收入,向骑手收取少量费用",视情况而定,4.0,,1-3年,5000-8000元,,,,,,,,,,,,,,,,,
514,555,外卖骑手,25-30岁,众包,混合区域,知道，但从没用过,超过12小时,"饮水不便,手机/电瓶车充电难,找不到合适地方休息","基础休憩,便利服务",小区出入口/门卫室附近,A（高频便利型）,3.0,3.0,3.0,5.0,1.0,4.0,4.0,4.0,4.0,"由外卖平台承担,向骑手收取少量费用",愿意支付,1.0,,6个月-1年,8000-12000元,,,,,,,,,,,,,,,,,
515,514,外卖骑手,25-30岁,专送,商业区/写字楼为主,完全不知道,4-8小时,找不到合适地方休息,"充足的电瓶车停车位,应急庇护",社区便利店/超市内,C（弹性流动型）,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,"向骑手收取少量费用,由外卖平台承担",视情况而定,2.0,,3年以上,8000-12000元,,,,,,,,,,,,,,,,,
517,436,外卖骑手,18-24岁,众包,住宅区/社区为主,完全不知道,8-12小时,"上厕所不便,找不到合适地方休息,饮水不便","应急庇护,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,"由外卖平台承担,广告收入",视情况而定,1.0,,6个月-1年,8000-12000元,,,,,,,,,,,,,,,,,
518,160,外卖骑手,31-40岁,专送,商业区/写字楼为主,知道，但从没用过,8-12小时,"找不到合适地方休息,身体疲劳无处缓解,上厕所不便","基础休憩,应急庇护",社区便利店/超市内,B（综合保障型）,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,"由外卖平台承担,向骑手收取少量费用",不太愿意,2.0,,3年以上,5000-8000元,,,,,,,,,,,,,,,,,
520,601,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,很少看到,觉得辛苦,中立,否,噪音/卫生问题,"禁止吸烟,物业监督",不太愿意,,5年以上
522,330,外卖骑手,25-30岁,众包,住宅区/社区为主,知道，但从没用过,8-12小时,"找不到合适地方休息,身体疲劳无处缓解,饮水不便","充电续航,基础休憩",闲置核酸亭/集装箱改造,A（高频便利型）,4.0,4.0,4.0,4.0,1.0,5.0,5.0,5.0,4.0,"广告收入,由外卖平台承担",完全不愿意,2.0,,6个月-1年,12000元以上,,,,,,,,,,,,,,,,,
523,177,社区居民,41岁及以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,很少看到,影响美观,比较支持,否,"充电消防隐患,噪音/卫生问题",禁止吸烟,愿意,,1-5年
524,298,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,经常看到,觉得辛苦,中立,是,充电消防隐患,"物业监督,禁止吸烟",愿意,,1-5年
525,252,外卖骑手,18-24岁,众包,混合区域,知道，但从没用过,少于4小时,"上厕所不便,身体疲劳无处缓解","充足的电瓶车停车位,基础休憩",社区党群服务中心,A（高频便利型）,5.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,"由外卖平台承担,向骑手收取少量费用",愿意支付,1.0,,不到6个月,12000元以上,,,,,,,,,,,,,,,,,
526,180,外卖骑手,18-24岁,专送,商业区/写字楼为主,知道，但从没用过,超过12小时,"饮水不便,手机/电瓶车充电难","充足的电瓶车停车位,便利服务",社区便利店/超市内,B（综合保障型）,3.0,5.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,"由外卖平台承担,向骑手收取少量费用",视情况而定,3.0,,1-3年,5000-8000元,,,,,,,,,,,,,,,,,
527,367,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,经常看到,觉得辛苦,中立,否,充电消防隐患,物业监督,不太愿意,,1-5年
528,291,外卖骑手,31-40岁,专送,住宅区/社区为主,是，经常用,8-12小时,找不到合适地方休息,"应急庇护,便利服务",社区便利店/超市内,A（高频便利型）,4.0,4.0,5.0,4.0,1.0,5.0,4.0,4.0,5.0,"由外卖平台承担,向骑手收取少量费用",视情况而定,3.0,,1-3年,8000-12000元,,,,,,,,,,,,,,,,,
529,179,外卖骑手,25-30岁,众包,混合区域,是，经常用,8-12小时,"饮水不便,上厕所不便","基础休憩,应急庇护",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,"广告收入,完全由政府出资",愿意支付,2.0,,1-3年,5000元以下,,,,,,,,,,,,,,,,,
530,1543,外卖骑手,18-24岁,众包,商业区/写字楼为主,知道，但从没用过,4-8小时,"手机/电瓶车充电难,上厕所不便,饮水不便","充足的电瓶车停车位,充电续航",社区党群服务中心,A（高频便利型）,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,"由外卖平台承担,向骑手收取少量费用",完全不愿意,2.0,,6个月-1年,8000-12000元,,,,,,,,,,,,,,,,,
531,144,社区周边商户,31-40岁,,,,,,,,,,,,,,,,,,,,,,,,餐饮店,是，就在小区门口,偶尔来,经常有,不愿意,"安全责任问题,影响店面卫生","平台流量曝光,水电补贴",,,,,,,,,,
532,665,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,偶尔看到,觉得辛苦,不太支持,是,"噪音/卫生问题,充电消防隐患",禁止吸烟,不太愿意,,5年以上
533,418,外卖骑手,25-30岁,众包,商业区/写字楼为主,完全不知道,4-8小时,手机/电瓶车充电难,"充电续航,便利服务",小区出入口/门卫室附近,B（综合保障型）,4.0,4.0,4.0,5.0,1.0,4.0,3.0,4.0,4.0,"完全由政府出资,由外卖平台承担",不太愿意,5.0,,6个月-1年,12000元以上,,,,,,,,,,,,,,,,,
534,663,外卖骑手,25-30岁,专送,商业区/写字楼为主,完全不知道,超过12小时,"上厕所不便,饮水不便","基础休憩,充足的电瓶车停车位",社区便利店/超市内,B（综合保障型）,4.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,"由外卖平台承担,完全由政府出资",不太愿意,4.0,,1-3年,8000-12000元,,,,,,,,,,,,,,,,,
535,2068,外卖骑手,25-30岁,众包,住宅区/社区为主,完全不知道,8-12小时,"手机/电瓶车充电难,上厕所不便,找不到合适地方休息","应急庇护,基础休憩",闲置核酸亭/集装箱改造,A（高频便利型）,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,"完全由政府出资,广告收入",不太愿意,2.0,,1-3年,12000元以上,,,,,,,,,,,,,,,,,
536,763,外卖骑手,18-24岁,众包,混合区域,是，偶尔用,8-12小时,上厕所不便,"基础休憩,便利服务",小区出入口/门卫室附近,A（高频便利型）,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,"完全由政府出资,向骑手收取少量费用",完全不愿意,2.0,,不到6个月,5000-8000元,,,,,,,,,,,,,,,,,
537,337,外卖骑手,18-24岁,众包,商业区/写字楼为主,是，偶尔用,4-8小时,身体疲劳无处缓解,"应急庇护,基础休憩",小区出入口/门卫室附近,A（高频便利型）,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,"由外卖平台承担,广告收入",不太愿意,5.0,,1-3年,12000元以上,,,,,,,,,,,,,,,,,
538,288,外卖骑手,18-24岁,众包,混合区域,知道，但从没用过,4-8小时,"身体疲劳无处缓解,手机/电瓶车充电难,上厕所不便","基础休憩,充足的电瓶车停车位",社区便利店/超市内,B（综合保障型）,3.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,"广告收入,完全由政府出资",不太愿意,3.0,,1-3年,5000元以下,,,,,,,,,,,,,,,,,
539,773,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,经常看到,不希望聚集,非常支持,是,"噪音/卫生问题,充电消防隐患","物业监督,禁止吸烟",愿意,,1-5年
540,630,外卖骑手,41岁及以上,众包,混合区域,知道，但从没用过,4-8小时,"手机/电瓶车充电难,上厕所不便","充电续航,基础休憩",小区出入口/门卫室附近,B（综合保障型）,5.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,4.0,"完全由政府出资,由外卖平台承担",愿意支付,3.0,,3年以上,5000元以下,,,,,,,,,,,,,,,,,
541,370,社区周边商户,41岁及以上,,,,,,,,,,,,,,,,,,,,,,,,餐饮店,是，就在小区门口,是，经常来,很少有,不愿意,"安全责任问题,影响店面卫生",平台流量曝光,,,,,,,,,,
542,145,社区周边商户,25-30岁,,,,,,,,,,,,,,,,,,,,,,,,其他服务店,否,很少,经常有,非常愿意,"安全责任问题,影响店面卫生","水电补贴,平台流量曝光",,,,,,,,,,
543,213,社区周边商户,41岁及以上,,,,,,,,,,,,,,,,,,,,,,,,便利店/小超市,否,很少,很少有,不愿意,"影响店面卫生,安全责任问题",水电补贴,,,,,,,,,,
544,363,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,偶尔看到,觉得辛苦,比较支持,是,"噪音/卫生问题,充电消防隐患","物业监督,禁止吸烟",无所谓,,少于1年
545,507,外卖骑手,31-40岁,众包,混合区域,知道，但从没用过,少于4小时,饮水不便,"基础休憩,应急庇护",社区党群服务中心,C（弹性流动型）,4.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,"广告收入,完全由政府出资",视情况而定,3.0,,6个月-1年,5000元以下,,,,,,,,,,,,,,,,,
546,515,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,很少看到,觉得辛苦,比较支持,否,"充电消防隐患,噪音/卫生问题",物业监督,愿意,,5年以上
547,267,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,经常看到,觉得辛苦,比较支持,是,充电消防隐患,"物业监督,禁止吸烟",不太愿意,,1-5年
548,179,外卖骑手,25-30岁,众包,混合区域,是，偶尔用,8-12小时,手机/电瓶车充电难,"充电续航,应急庇护",社区便利店/超市内,B（综合保障型）,4.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,4.0,"广告收入,完全由政府出资",完全不愿意,3.0,,不到6个月,5000-8000元,,,,,,,,,,,,,,,,,
549,455,社区周边商户,25-30岁,,,,,,,,,,,,,,,,,,,,,,,,便利店/小超市,是，就在小区门口,很少,偶尔有,可以考虑,影响店面卫生,"水电补贴,平台流量曝光",,,,,,,,,,
550,695,社区周边商户,18-24岁,,,,,,,,,,,,,,,,,,,,,,,,药店/诊所,是，在100米内,很少,经常有,可以考虑,安全责任问题,平台流量曝光,,,,,,,,,,
551,564,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,经常看到,影响美观,比较支持,否,"充电消防隐患,噪音/卫生问题","禁止吸烟,物业监督",不太愿意,,1-5年
554,294,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，偶尔用,4-8小时,"饮水不便,找不到合适地方休息","充电续航,应急庇护",小区出入口/门卫室附近,B（综合保障型）,4.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,"由外卖平台承担,完全由政府出资",愿意支付,1.0,,6个月-1年,12000元以上,,,,,,,,,,,,,,,,,
555,429,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，偶尔用,8-12小时,饮水不便,"充足的电瓶车停车位,应急庇护",社区便利店/超市内,B（综合保障型）,4.0,3.0,5.0,4.0,1.0,4.0,3.0,3.0,4.0,"完全由政府出资,由外卖平台承担",愿意支付,5.0,,3年以上,5000-8000元,,,,,,,,,,,,,,,,,
556,189,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，偶尔用,8-12小时,找不到合适地方休息,"充足的电瓶车停车位,便利服务",社区便利店/超市内,A（高频便利型）,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,"广告收入,完全由政府出资",完全不愿意,5.0,,6个月-1年,5000元以下,,,,,,,,,,,,,,,,,
557,673,社区周边商户,25-30岁,,,,,,,,,,,,,,,,,,,,,,,,其他服务店,是，在100米内,很少,经常有,非常愿意,"影响店面卫生,安全责任问题",平台流量曝光,,,,,,,,,,
559,303,外卖骑手,41岁及以上,众包,商业区/写字楼为主,是，偶尔用,8-12小时,"找不到合适地方休息,上厕所不便","充足的电瓶车停车位,充电续航",社区便利店/超市内,B（综合保障型）,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,"广告收入,完全由政府出资",不太愿意,3.0,,6个月-1年,5000-8000元,,,,,,,,,,,,,,,,,
560,480,社区周边商户,41岁及以上,,,,,,,,,,,,,,,,,,,,,,,,餐饮店,是，就在小区门口,偶尔来,偶尔有,非常愿意,"影响店面卫生,安全责任问题","水电补贴,平台流量曝光",,,,,,,,,,
19,802,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,偶尔看到,影响美观,比较支持,否,"充电消防隐患,噪音/卫生问题",物业监督,愿意,,1-5年
229,310,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,经常看到,影响美观,比较支持,是,"噪音/卫生问题,充电消防隐患",物业监督,愿意,,5年以上
154,315,社区居民,41岁及以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,经常看到,觉得辛苦,中立,是,噪音/卫生问题,"禁止吸烟,物业监督",不太愿意,,1-5年
89,60,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,偶尔看到,影响美观,不太支持,是,"噪音/卫生问题,充电消防隐患","禁止吸烟,物业监督",无所谓,,少于1年
